Categoria;HTO;Precursor_PT;Precursor_EN;WeakSignal;Report;Text
Tecnico;quebra de equipamento/miscalibrated equipment;equipamento mal calibrado;miscalibrated equipment;safety checks performed superficially (0.51);Relatorio_P-36.pdf;"A investigação realizada acerca do acidente da plataforma P-36 conduziu à identificação de 
não conformidades quanto a procedimentos regulamentares de operação, manutenção e 
projeto."
Tecnico;quebra de equipamento/equipment breakdown;quebra de equipamento;equipment breakdown;incomplete job safety analysis (0.56);Relatorio_P-36.pdf;"A investigação realizada acerca do acidente da plataforma P-36 conduziu à identificação de 
não conformidades quanto a procedimentos regulamentares de operação, manutenção e 
projeto."
Tecnico;equipamento mal calibrado/equipment breakdown;quebra de equipamento;equipment breakdown;safety checks performed superficially (0.51);Relatorio_P-36.pdf;"A investigação realizada acerca do acidente da plataforma P-36 conduziu à identificação de 
não conformidades quanto a procedimentos regulamentares de operação, manutenção e 
projeto."
Tecnico;quebra de equipamento/miscalibrated equipment;equipamento mal calibrado;miscalibrated equipment;incomplete job safety analysis (0.51);Relatorio_P-36.pdf;"As operações efetuadas em desacordo com Manuais da plataforma e que estão 
criticamente relacionadas com o acidente foram:"
Tecnico;falha técnica/equipment breakdown;quebra de equipamento;equipment breakdown;incomplete job safety analysis (0.51);Relatorio_P-36.pdf;"As operações efetuadas em desacordo com Manuais da plataforma e que estão 
criticamente relacionadas com o acidente foram:"
Tecnico;defeito crítico no sistema/tecnical fault;falha técnica;tecnical fault;incomplete job safety analysis (0.51);Relatorio_P-36.pdf;"As operações efetuadas em desacordo com Manuais da plataforma e que estão 
criticamente relacionadas com o acidente foram:"
Tecnico;vazamento de gás/critical system defect;defeito crítico no sistema;critical system defect;incomplete job safety analysis (0.51);Relatorio_P-36.pdf;"As operações efetuadas em desacordo com Manuais da plataforma e que estão 
criticamente relacionadas com o acidente foram:"
Tecnico;falha hidráulica/gas leak;vazamento de gás;gas leak;minor spill unreported (0.50);Relatorio_P-36.pdf;"A água contaminada com resíduos oleosos que estava nos tanques de drenagem de 
emergência não teve sua origem inequivocamente confirmada, podendo ser oriunda de:"
Tecnico;equipamento mal calibrado/hydraulic failure;falha hidráulica;hydraulic failure;operational limits repeatedly challenged (0.54);Relatorio_P-36.pdf;"A ineficácia das medidas para conter o alagamento ou proceder ao desalagamento da coluna 
de popa boreste, após o rompimento do tanque de drenagem de emergência, demonstraram 
falhas no esquema operacional de controle de estabilidade de unidade flutuante, em condições 
de avaria."
Tecnico;ruptura de tubulação/miscalibrated equipment;equipamento mal calibrado;miscalibrated equipment;operational limits repeatedly challenged (0.50);Relatorio_P-36.pdf;"O fato do tanque de lastro e caixa de estabilidade mencionados terem sido mantidos abertos 
caracterizou uma não conformidade crítica relativa a procedimentos regulamentares de 
operação em áreas que exigem estanqueidade e compartimentagem, em desacordo com o 
Manual de Operação (MA-3010.38-1320-915-NBD-909-01) – Item de Estabilidade em Avaria, 
constituindo causa determinante para o naufrágio."
Tecnico;falha hidráulica/pipe rupture;ruptura de tubulação;pipe rupture;small leak normalized (0.53);Relatorio_P-36.pdf;"O colapso mecânico do tanque de drenagem de emergência de popa boreste, seguido 
imediatamente pelo rompimento da linha de recalque de água salgada que passava pelo quarto 
nível, iniciou o alagamento da coluna."
Tecnico;falha hidráulica/hydraulic failure;falha hidráulica;hydraulic failure;small leak normalized (0.53);Relatorio_P-36.pdf;"O colapso mecânico do tanque de drenagem de emergência de popa boreste, seguido 
imediatamente pelo rompimento da linha de recalque de água salgada que passava pelo quarto 
nível, iniciou o alagamento da coluna."
Tecnico;falha hidráulica/hydraulic failure;falha hidráulica;hydraulic failure;recurring manual reset of safety valve (0.54);Relatorio_P-36.pdf;"• 
vulnerabilidade do esquema de ligação dos tanques de drenagem de emergência com 
o manifolde de produção por não apresentar nenhuma proteção adicional ou 
redundância no caso de falha simples de uma das válvulas de admissão dos tanques."
Tecnico;ruptura de tubulação/hydraulic failure;falha hidráulica;hydraulic failure;small leak normalized (0.54);Relatorio_P-36.pdf;"A migração de água para a parte inferior da coluna se 
deu quando a água no compartimento do quarto nível atingiu os dampers do sistema de 
ventilação que deveriam fechar automaticamente; porém, devido a falha no funcionamento de 
seus atuadores, permitiram a passagem de fluidos."
Tecnico;falha hidráulica/pipe rupture;ruptura de tubulação;pipe rupture;small leak normalized (0.54);Relatorio_P-36.pdf;"O colapso da estrutura do tanque provocou a transferência dos fluidos do seu interior para o 
compartimento do quarto nível, além do rompimento da tubulação de 18 polegadas de água 
salgada que passava junto ao mesmo, dando início ao alagamento da coluna."
Tecnico;falha hidráulica/hydraulic failure;falha hidráulica;hydraulic failure;small leak normalized (0.54);Relatorio_P-36.pdf;"O colapso da estrutura do tanque provocou a transferência dos fluidos do seu interior para o 
compartimento do quarto nível, além do rompimento da tubulação de 18 polegadas de água 
salgada que passava junto ao mesmo, dando início ao alagamento da coluna."
Tecnico;falha hidráulica/hydraulic failure;falha hidráulica;hydraulic failure;small leak normalized (0.53);Relatorio_P-36.pdf;"A partir do instante em que o nível de água nesse compartimento atingiu a altura dos dampers 
do sistema de ventilação da coluna, a água migrou para a parte inferior da coluna através da 
abertura existente devido ao não fechamento automático desses dampers (seus atuadores 
apresentavam problemas de funcionamento)."
Tecnico;ruptura de tubulação/hydraulic failure;falha hidráulica;hydraulic failure;small leak normalized (0.52);Relatorio_P-36.pdf;"• 
alagamento dos compartimentos da coluna avariada e salas adjacentes do flutuador;  
• 
inundação do tanque de lastro de popa boreste e caixa de estabilidade contígua; e  
• 
admissão de água de lastro nos tanques de proa bombordo."
Tecnico;ruptura de tubulação/pipe rupture;ruptura de tubulação;pipe rupture;small leak normalized (0.52);Relatorio_P-36.pdf;"Em seguida à falha da bomba de água salgada da coluna avariada e ao isolamento da rede de 
água salgada, o alagamento prosseguiu através da caixa de mar conectada à sucção desta 
bomba."
Tecnico;falha hidráulica/pipe rupture;ruptura de tubulação;pipe rupture;small leak normalized (0.52);Relatorio_P-36.pdf;"A válvula de admissão do tanque de boreste permitiu a passagem de fluidos para seu interior, 
presumivelmente por estar parcialmente aberta ou ter sido danificada."
Tecnico;ruptura de tubulação/hydraulic failure;falha hidráulica;hydraulic failure;small leak normalized (0.52);Relatorio_P-36.pdf;"A válvula de admissão do tanque de boreste permitiu a passagem de fluidos para seu interior, 
presumivelmente por estar parcialmente aberta ou ter sido danificada."
Tecnico;falha hidráulica/pipe rupture;ruptura de tubulação;pipe rupture;small leak normalized (0.51);Relatorio_P-36.pdf;"O colapso mecânico do tanque de drenagem de emergência de popa boreste, seguido 
imediatamente pelo rompimento do trecho da linha de recalque de água salgada que passava 
junto a este tanque no quarto nível, ocasionou o início do alagamento da coluna."
Tecnico;deterioração mecânica/hydraulic failure;falha hidráulica;hydraulic failure;small leak normalized (0.51);Relatorio_P-36.pdf;"O colapso mecânico do tanque de drenagem de emergência de popa boreste, seguido 
imediatamente pelo rompimento do trecho da linha de recalque de água salgada que passava 
junto a este tanque no quarto nível, ocasionou o início do alagamento da coluna."
Tecnico;falha hidráulica/mechanical degradation;deterioração mecânica;mechanical degradation;small leak normalized (0.51);Relatorio_P-36.pdf;"O colapso mecânico do tanque de drenagem de emergência de popa boreste, seguido 
imediatamente pelo rompimento do trecho da linha de recalque de água salgada que passava 
junto a este tanque no quarto nível, ocasionou o início do alagamento da coluna."
Tecnico;ruptura de tubulação/hydraulic failure;falha hidráulica;hydraulic failure;small leak normalized (0.51);Relatorio_P-36.pdf;"A submersão contínua foi intensificada pelo alagamento da coluna avariada, da inundação do 
tanque de lastro de popa boreste, da caixa de estabilidade contígua e da admissão deliberada 
de água de lastro nos tanques de proa bombordo."
Tecnico;falha hidráulica/pipe rupture;ruptura de tubulação;pipe rupture;small leak normalized (0.51);Relatorio_P-36.pdf;"A submersão contínua foi intensificada pelo alagamento da coluna avariada, da inundação do 
tanque de lastro de popa boreste, da caixa de estabilidade contígua e da admissão deliberada 
de água de lastro nos tanques de proa bombordo."
Tecnico;perda de contenção/hydraulic failure;falha hidráulica;hydraulic failure;small leak normalized (0.51);Relatorio_P-36.pdf;"• 
erros sistemáticos na sondagem volumétrica manual e inoperância dos indicadores de 
nível dos tanques de drenagem de emergência;  
• 
entupimento do vaso de dreno aberto, que recebe a água que escoa pelas bandejas 
dos equipamentos da plataforma."
Tecnico;vazamento de gás/loss of containment;perda de contenção;loss of containment;temporary bypass in place (0.54);Relatorio_P-36.pdf;"Desde o momento da constatação do alagamento da plataforma, foram adotadas medidas para 
mantê-la nivelada a fim de facilitar a evacuação das pessoas embarcadas."
Tecnico;falha hidráulica/gas leak;vazamento de gás;gas leak;unusual odor in process area (0.52);Relatorio_P-36.pdf;"• 
transbordamento de água do vaso de dreno aberto através de seu suspiro atmosférico 
devido a entupimento da bomba de descarga deste vaso ou defeito no controlador de 
nível do mesmo (a água penetrando na linha de suspiro atmosférico da plataforma 
escoaria por gravidade para os tanques de drenagem de emergência);  
• 
esgotamento do tanque de resíduos oleosos (waste oil tank) através de uma derivação 
para o vaso de dreno fechado e daí para o tanque de drenagem de emergência;  
• 
drenagem da água utilizada nos testes hidrostáticos dos equipamentos da planta de 
processo sendo direcionada para os tanques mencionados."
Tecnico;erro de comunicação verbal/hydraulic failure;falha hidráulica;hydraulic failure;unusual odor in process area (0.52);Relatorio_P-36.pdf;"• 
transbordamento de água do vaso de dreno aberto através de seu suspiro atmosférico 
devido a entupimento da bomba de descarga deste vaso ou defeito no controlador de 
nível do mesmo (a água penetrando na linha de suspiro atmosférico da plataforma 
escoaria por gravidade para os tanques de drenagem de emergência);  
• 
esgotamento do tanque de resíduos oleosos (waste oil tank) através de uma derivação 
para o vaso de dreno fechado e daí para o tanque de drenagem de emergência;  
• 
drenagem da água utilizada nos testes hidrostáticos dos equipamentos da planta de 
processo sendo direcionada para os tanques mencionados."
